origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.9,5.016171067539932
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.9,3.047172281731026
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.9,1.8453847455330545
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.9,1.1023053559463494
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.95,5.348315780791418
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.95,3.292943850199967
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.95,1.9836262395887247
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.95,1.1918425260655479
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.975,5.604471765562174
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.975,3.513918340957863
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.975,2.155421605513975
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.975,1.3002890339626525
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.99,5.986093072705405
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.99,3.811915552502867
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.99,2.3753080320611732
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.99,1.4526566860683034
2026-02-25,ILI incidence,2026-02-22,1,HR,median,,3.5337575063791524
2026-02-25,ILI incidence,2026-03-01,2,HR,median,,2.012650480815764
2026-02-25,ILI incidence,2026-03-08,3,HR,median,,1.1284355751906225
2026-02-25,ILI incidence,2026-03-15,4,HR,median,,0.6202951568714605
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.01,619.2626412731545
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.01,529.4056137237357
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.01,422.0638784914171
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.01,319.15548458418465
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.025,621.787832325643
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.025,532.2047452104047
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.025,425.4338429945079
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.025,321.8312618270803
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.05,625.1585568444318
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.05,535.4930097471346
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.05,429.208006684083
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.05,327.02035800946356
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.1,629.1832051826866
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.1,540.4325531681035
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.1,436.0511585336623
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.1,335.58030102452113
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.15,632.7543949449774
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.15,545.487278562459
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.15,443.1652732494673
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.15,342.142073779116
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.2,635.3192620905977
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.2,550.2423748476674
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.2,448.05031303110076
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.2,347.4489495411334
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.25,638.0980944151125
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.25,554.3760180283268
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.25,452.3184505324241
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.25,353.34598063079693
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.3,640.5614154680461
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.3,558.0020564849181
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.3,458.58697872277963
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.3,357.6547217394536
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.35,644.2525174645309
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.35,562.3341164525402
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.35,463.7240284097463
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.35,363.2930128664115
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.4,646.6510313561852
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.4,565.0684564839369
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.4,468.94135177988494
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.4,367.8258339010517
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.45,648.8686342686107
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.45,568.9434081726728
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.45,473.46117549951595
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.45,374.0591624412966
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.5,651.1939663418848
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.5,572.0465400147784
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.5,478.38076148189293
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.5,379.38141419187593
